Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Currency
2022-05-26,1,1140000,400,4 out of 5,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-16,2,3040000,950,1 out of 1,Carpet Area,Kebayoran Baru,Jakarta,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-07,2,1805000,530,1 out of 3,Carpet Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-16,1,1520000,300,Ground out of 2,Carpet Area,Cilandak,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-22,2,2850000,1000,Ground out of 3,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-23,1,2280000,450,3 out of 3,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-06,1,1900000,600,Ground out of 1,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Bachelors,1,Contact Owner,IDR
2022-06-23,2,3040000,1100,2 out of 4,Super Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-30,1,2090000,400,1 out of 4,Super Area,Kelapa Gading,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,2,2090000,700,1 out of 2,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-04,2,3800000,1105,1 out of 4,Super Area,Menteng,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-04,3,4560000,1430,3 out of 4,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,2,2755000,850,2 out of 4,Super Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-23,1,760000,650,1 out of 2,Super Area,Lowokwaru,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,2,2280000,1200,Ground out of 2,Super Area,Panakkukang,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-04,2,1615000,600,1 out of 3,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-26,1,1710000,400,2 out of 4,Carpet Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-27,4,34200000,2800,Ground out of 4,Carpet Area,Kebayoran Baru,Yogyakarta,Furnished,Family,4,Contact Agent,IDR
2022-05-06,2,1995000,1100,Ground out of 1,Super Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-29,2,2280000,900,1 out of 5,Super Area,Cilandak,Palembang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-12,3,6080000,1300,2 out of 4,Super Area,Wonokromo,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-25,2,2850000,1000,Ground out of 1,Super Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-24,3,3990000,1000,1 out of 2,Carpet Area,Panakkukang,Surabaya,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-06,2,2280000,900,Ground out of 1,Carpet Area,Umbulharjo,Bandung,Unfurnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-06,1,1330000,800,1 out of 1,Carpet Area,Kelapa Gading,Medan,Unfurnished,Bachelors/Family,1,Contact Agent,IDR
2022-05-12,2,2850000,750,1 out of 3,Super Area,Kebayoran Baru,Semarang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,2,2166000,1100,2 out of 5,Carpet Area,Menteng,Makassar,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-04-28,2,2850000,1200,1 out of 3,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,2,3610000,1000,Ground out of 2,Carpet Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-07-04,2,5130000,1000,4 out of 4,Carpet Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-05-18,3,9120000,2000,2 out of 4,Carpet Area,Panakkukang,Malang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-04,1,1330000,550,1 out of 3,Super Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-12,2,2850000,1130,Ground out of 4,Super Area,Kelapa Gading,Surabaya,Unfurnished,Family,2,Contact Owner,IDR
2022-06-27,2,1900000,600,Ground out of 1,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-16,1,1330000,100,1 out of 2,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-20,2,1710000,500,2 out of 5,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-10,1,1520000,600,Ground out of 3,Super Area,Wonokromo,Makassar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,2,6650000,1200,1 out of 5,Carpet Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-05-31,2,3040000,850,1 out of 2,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,1,855000,600,1 out of 4,Super Area,Umbulharjo,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,2,3040000,600,1 out of 3,Super Area,Kelapa Gading,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-23,2,1900000,700,1 out of 4,Super Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-20,1,1520000,400,1 out of 1,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,1,1140000,400,3 out of 4,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-30,2,2470000,1000,1 out of 2,Carpet Area,Wonokromo,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,2,1900000,1200,Ground out of 4,Super Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-14,3,10450000,1603,6 out of 17,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-05-14,3,2850000,1200,Ground out of 2,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Family,3,Contact Owner,IDR
2022-07-07,1,2280000,420,2 out of 5,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-07-07,2,1710000,1200,3 out of 4,Super Area,Kebayoran Baru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-07,3,6840000,1771,10 out of 18,Super Area,Menteng,Malang,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-16,3,7030000,1200,2 out of 3,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-23,2,1140000,700,1 out of 2,Super Area,Wonokromo,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,1,3230000,610,10 out of 10,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,1,1520000,800,3 out of 4,Super Area,Panakkukang,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-21,1,1425000,550,2 out of 3,Super Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-27,2,1805000,750,1 out of 4,Super Area,Kelapa Gading,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-04,2,2565000,700,1 out of 3,Carpet Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-22,1,1710000,600,2 out of 2,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-20,1,1330000,360,Ground out of 2,Super Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-08,2,2280000,800,2 out of 4,Super Area,Wonokromo,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-18,4,19000000,3700,18 out of 22,Carpet Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,5,Contact Agent,IDR
2022-07-08,2,2280000,1200,1 out of 3,Super Area,Panakkukang,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,1,1615000,480,2 out of 3,Super Area,Umbulharjo,Bandung,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-01,2,3420000,1000,Ground out of 3,Super Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-27,1,2090000,800,Ground out of 3,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Family,1,Contact Owner,IDR
2022-05-27,3,3420000,900,2 out of 3,Super Area,Menteng,Makassar,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,3,3230000,1450,Ground out of 2,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-20,1,1235000,400,Ground out of 3,Super Area,Wonokromo,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-18,2,2185000,700,1 out of 2,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,2,4180000,1000,2 out of 6,Carpet Area,Panakkukang,Malang,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-16,1,2470000,450,3 out of 3,Carpet Area,Umbulharjo,Jakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-16,3,3800000,773,2 out of 12,Carpet Area,Kelapa Gading,Surabaya,Semi-Furnished,Bachelors,2,Contact Agent,IDR
2022-05-27,2,1900000,1200,1 out of 2,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,2,2850000,1000,2 out of 3,Super Area,Menteng,Medan,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-10,1,1520000,150,2 out of 3,Super Area,Cilandak,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-04,2,2280000,865,1 out of 5,Super Area,Wonokromo,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,1,3800000,600,1 out of 4,Super Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,2,3800000,800,2 out of 3,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,1,1520000,200,Ground out of 4,Super Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-02,1,2090000,600,1 out of 4,Carpet Area,Kelapa Gading,Malang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-14,3,7600000,1840,5 out of 14,Carpet Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-04,2,1900000,800,2 out of 4,Super Area,Menteng,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,3,5700000,1600,2 out of 4,Carpet Area,Cilandak,Bandung,Semi-Furnished,Family,2,Contact Agent,IDR
2022-06-30,2,1520000,600,1 out of 2,Super Area,Wonokromo,Medan,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-28,2,2850000,1100,3 out of 3,Carpet Area,Lowokwaru,Semarang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-05-27,2,2280000,950,1 out of 2,Super Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-07,2,2280000,905,3 out of 6,Super Area,Umbulharjo,Yogyakarta,Semi-Furnished,Family,2,Contact Owner,IDR
2022-04-28,3,3800000,1200,Ground out of 1,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-06-11,3,2470000,1000,1 out of 2,Super Area,Kebayoran Baru,Palembang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-05,2,3325000,1080,1 out of 4,Super Area,Menteng,Malang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-10,1,1520000,600,Ground out of 4,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,2,1615000,1000,Ground out of 3,Super Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-23,1,1425000,600,1 out of 2,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,2,4180000,1100,2 out of 5,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,1,1140000,300,Ground out of 2,Super Area,Umbulharjo,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,2,6251000,1200,3 out of 6,Carpet Area,Kelapa Gading,Makassar,Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-05-23,2,2850000,800,1 out of 4,Super Area,Kebayoran Baru,Yogyakarta,Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,2,1900000,535,3 out of 4,Super Area,Menteng,Denpasar,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-15,2,1900000,800,1 out of 3,Super Area,Cilandak,Palembang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-05,3,3990000,1159,4 out of 5,Super Area,Wonokromo,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-02,4,11970000,2650,16 out of 34,Carpet Area,Lowokwaru,Jakarta,Unfurnished,Bachelors,5,Contact Agent,IDR
2022-05-25,1,1311000,50,Ground out of 4,Carpet Area,Panakkukang,Surabaya,Semi-Furnished,Bachelors,1,Contact Owner,IDR
2022-05-14,2,2660000,700,2 out of 3,Super Area,Umbulharjo,Bandung,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,1,2755000,550,4 out of 5,Super Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors,1,Contact Agent,IDR
2022-06-04,1,1235000,700,2 out of 4,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-23,2,2470000,600,1 out of 5,Super Area,Menteng,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,2,1520000,600,1 out of 4,Super Area,Cilandak,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-14,2,3420000,1000,2 out of 4,Super Area,Wonokromo,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-19,2,3800000,1100,2 out of 2,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-04-28,1,2660000,750,3 out of 4,Carpet Area,Panakkukang,Malang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,4,9500000,2900,5 out of 7,Super Area,Umbulharjo,Jakarta,Furnished,Bachelors/Family,4,Contact Owner,IDR
2022-06-25,2,2755000,990,1 out of 4,Super Area,Kelapa Gading,Surabaya,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-01,2,2850000,1300,Ground out of 2,Super Area,Kebayoran Baru,Bandung,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-20,1,2185000,550,2 out of 3,Carpet Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-07,3,2850000,1360,5 out of 9,Super Area,Cilandak,Semarang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-01,2,2280000,600,2 out of 4,Carpet Area,Wonokromo,Makassar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-04,2,3420000,1200,Ground out of 12,Carpet Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-14,2,2850000,1050,1 out of 5,Super Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-23,2,2280000,840,2 out of 4,Super Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-16,2,4750000,1050,1 out of 5,Super Area,Kelapa Gading,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-18,3,28500000,3250,2 out of 6,Carpet Area,Kebayoran Baru,Jakarta,Furnished,Bachelors/Family,4,Contact Agent,IDR
2022-05-23,1,1900000,500,2 out of 3,Super Area,Menteng,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,2,1520000,900,1 out of 3,Super Area,Cilandak,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-22,2,7600000,1300,2 out of 4,Carpet Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-30,2,2280000,600,2 out of 3,Super Area,Lowokwaru,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-20,2,3040000,900,3 out of 5,Carpet Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-05-20,2,4370000,1100,2 out of 5,Carpet Area,Umbulharjo,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-05-20,2,4750000,1100,2 out of 10,Carpet Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Agent,IDR
2022-06-08,1,1330000,600,2 out of 3,Super Area,Kebayoran Baru,Palembang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-31,2,3325000,1250,1 out of 2,Carpet Area,Menteng,Malang,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-16,1,1900000,415,3 out of 3,Carpet Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-04,3,7410000,1200,1 out of 4,Super Area,Wonokromo,Surabaya,Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-18,3,4180000,1200,4 out of 4,Carpet Area,Lowokwaru,Bandung,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-06-23,2,3420000,1000,2 out of 4,Super Area,Panakkukang,Medan,Semi-Furnished,Family,2,Contact Owner,IDR
2022-05-27,2,4370000,1300,3 out of 4,Super Area,Umbulharjo,Semarang,Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-04-28,2,3800000,1150,2 out of 4,Carpet Area,Kelapa Gading,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-04,1,1900000,450,3 out of 4,Carpet Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-04,1,2850000,600,5 out of 5,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,1,Contact Agent,IDR
2022-06-04,2,3230000,1000,3 out of 4,Super Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-04,3,10640000,1900,6 out of 16,Carpet Area,Wonokromo,Malang,Unfurnished,Bachelors,3,Contact Agent,IDR
2022-07-06,3,8170000,1700,3 out of 4,Carpet Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-06-09,2,4750000,1100,2 out of 5,Carpet Area,Panakkukang,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-14,1,1710000,500,1 out of 3,Carpet Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-07,3,5890000,1757,9 out of 10,Super Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-19,1,1140000,300,Ground out of 2,Super Area,Kebayoran Baru,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-12,1,950000,500,2 out of 3,Super Area,Menteng,Makassar,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-11,2,3040000,1200,Ground out of 1,Super Area,Cilandak,Yogyakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-07-06,1,3800000,800,Ground out of 5,Carpet Area,Wonokromo,Denpasar,Semi-Furnished,Family,1,Contact Agent,IDR
2022-05-10,3,5320000,1281,2 out of 4,Super Area,Lowokwaru,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-23,2,3420000,1450,Ground out of 2,Carpet Area,Panakkukang,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-16,1,2280000,600,3 out of 3,Super Area,Umbulharjo,Jakarta,Semi-Furnished,Bachelors,1,Contact Agent,IDR
2022-06-04,2,3800000,980,3 out of 4,Super Area,Kelapa Gading,Surabaya,Furnished,Family,2,Contact Owner,IDR
2022-05-23,3,4750000,1500,1 out of 7,Super Area,Kebayoran Baru,Bandung,Semi-Furnished,Bachelors,3,Contact Agent,IDR
2022-07-06,3,6650000,1800,1 out of 1,Super Area,Menteng,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
2022-07-06,1,1330000,400,1 out of 2,Super Area,Cilandak,Semarang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-22,1,1425000,600,Ground out of 2,Carpet Area,Wonokromo,Makassar,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-25,2,2660000,1100,Ground out of 2,Carpet Area,Lowokwaru,Yogyakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-31,2,3800000,1100,1 out of 5,Carpet Area,Panakkukang,Denpasar,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-06-29,4,72200000,3500,2 out of 4,Carpet Area,Umbulharjo,Palembang,Semi-Furnished,Bachelors,5,Contact Agent,IDR
2022-06-12,2,3990000,1100,2 out of 5,Carpet Area,Kelapa Gading,Malang,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,2,2850000,700,1 out of 2,Super Area,Kebayoran Baru,Jakarta,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-28,1,1045000,600,1 out of 2,Carpet Area,Menteng,Surabaya,Unfurnished,Bachelors,1,Contact Owner,IDR
2022-05-23,2,1900000,700,1 out of 3,Super Area,Cilandak,Bandung,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-07-07,1,1330000,250,1 out of 4,Super Area,Wonokromo,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-24,2,2185000,1200,2 out of 3,Super Area,Lowokwaru,Semarang,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-04-30,3,4180000,1450,Ground out of 4,Super Area,Panakkukang,Makassar,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-06-30,2,3610000,1221,2 out of 5,Carpet Area,Umbulharjo,Yogyakarta,Unfurnished,Bachelors,2,Contact Owner,IDR
2022-04-30,2,2850000,1250,1 out of 4,Super Area,Kelapa Gading,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-01,2,1995000,700,Ground out of 2,Carpet Area,Kebayoran Baru,Palembang,Semi-Furnished,Family,1,Contact Owner,IDR
2022-05-19,2,2280000,700,1 out of 2,Carpet Area,Menteng,Malang,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-23,1,1330000,200,2 out of 3,Super Area,Cilandak,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-27,2,2850000,1200,Ground out of 1,Carpet Area,Wonokromo,Surabaya,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,2,4370000,600,3 out of 5,Super Area,Lowokwaru,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-27,1,1235000,600,3 out of 5,Super Area,Panakkukang,Medan,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-07-08,3,5510000,1800,3 out of 4,Carpet Area,Umbulharjo,Semarang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-09,2,2280000,900,Ground out of 2,Carpet Area,Kelapa Gading,Makassar,Unfurnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-17,2,1900000,1000,2 out of 2,Super Area,Kebayoran Baru,Yogyakarta,Semi-Furnished,Bachelors,2,Contact Owner,IDR
2022-05-28,2,2375000,500,1 out of 2,Carpet Area,Menteng,Denpasar,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-05-14,3,6080000,1800,1 out of 4,Super Area,Cilandak,Palembang,Semi-Furnished,Bachelors/Family,3,Contact Owner,IDR
2022-05-14,1,1520000,416,19 out of 20,Super Area,Wonokromo,Malang,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-25,2,1995000,600,3 out of 5,Super Area,Lowokwaru,Jakarta,Semi-Furnished,Bachelors/Family,1,Contact Owner,IDR
2022-05-23,1,1140000,400,1 out of 3,Super Area,Panakkukang,Surabaya,Unfurnished,Bachelors/Family,1,Contact Owner,IDR
2022-06-06,3,3040000,1200,2 out of 3,Super Area,Umbulharjo,Bandung,Semi-Furnished,Bachelors/Family,2,Contact Owner,IDR
2022-06-27,3,8550000,1600,1 out of 4,Carpet Area,Kelapa Gading,Medan,Semi-Furnished,Bachelors/Family,3,Contact Agent,IDR
